id,공고번호,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%)
367,20160709025-00,잠실여자고등학교 급식실 및 학생식당 이전설치 통신공사 입찰공고,서울특별시교육청,서울,30529000,30377900,+2% ~ -2%,0,87.745,911,,-0.49494
368,20160703539-00,한대부중 3관 방송용스피커 및 케이블교체공사 (긴급공고),서울특별시성동교육청,서울,43318000,42968575,+2% ~ -2%,0,87.745,983,,-0.80666
369,20160708124-00,정신여자고등학교 본관동 및 교사동 방송실 개선공사 (긴급공고),서울특별시교육청,서울,146960000,147257275,+2% ~ -2%,0,87.745,930,,0.20228
370,20160708153-00,경일고 방송시설개선 통신공사 (긴급공고),서울특별시교육청,서울,98939000,99655375,+3% ~ -3%,0,87.745,922,,0.72405
371,20160707386-00,해동학술관(32-1동) 외 1개동 임시 사용을 위한 통신공사 (긴급공고),서울대학교,서울/경기,45804000,45726200,+2% ~ -2%,0,87.745,1869,,-0.16986
372,20160704908-00,천일중 방송시설 개선공사 입찰공고 (긴급공고),서울특별시강동교육청,서울,46162000,45702375,+3% ~ -3%,0,87.745,974,기,-0.99568
373,20160708362-00,성수공고 방송시설개선 통신공사,서울특별시교육청,서울,49082000,48932350,+3% ~ -3%,0,87.745,952,,-0.30490
374,20160702140-00,고덕차량지외 1지 3역 근무환경개선 통신공사,서울특별시,서울/경기,16953120,16934300,+3% ~ -3%,0,87.745,1427,기,-0.11102
375,2016-01-000156-00,행신역 홈지붕 개량 및 수원역외 3개역 홈대합실 설치에 따른 통신설비 개량 기타공사,국가철도공단,서울/경기,648808000,648004321,+2.5% ~ -2.5%,0,86.335,1130,협정,-0.12388
376,20160706439-00,상명중학교 방송시설개선 통신시설 공사,서울특별시교육청,서울,79792000,79865075,+3% ~ -3%,0,87.745,982,기,0.09158
377,KRA2016070170,렛츠런CCC. 중랑 환경개선 정보통신 공사,한국마사회,서울,65008000,65272475,3% ~ -3%,0,87.745,718,,0.40683
378,20160702710-00,서울신가초 다목적강당 및 급식실 증축 통신공사(장계속) 수의계약 전자견적 제출 공고,서울특별시교육청,서울,55671000,55113525,+3% ~ -3%,0,87.745,952,기,-1.00138
379,20160702676-00,서울특별시보라매병원 심초음파실 및 타실방 리모델링공사(통신 및 네트워크),서울시,서울,37894000,37957325,+3% ~ -3%,0,87.745,941,기,0.16711
380,20160633689-00,서울대학교 노후 통신케이블(UTP) 교체 공사,서울대학교,서울,367483000,364890450,+2% ~ -2%,0,86.745,913,기,-0.70549
381,20160632231-02,서울성북초등학교 방송시설 개선 통신 공사 소액수의 견적 공고 (공고),서울특별시교육청,서울,32280600,32068100,+3% ~ -3%,0,87.745,918,정,-0.65830
382,20160633307-00,2016년 서울대곡초등학교 방송시설개선 공사 입찰 공고,서울특별시강남교육청,서울,174627000,172917450,+3% ~ -3%,0,87.745,932,,-0.97898
383,20160634723-00,제12차 방범용 CCTV 회선 설치공사,서울특별시,서울,195869000,194553750,+3% ~ -3%,0,87.745,927,,-0.67150
384,20160634758-00,솔샘지구대 신축공사(통신) 입찰공고,경찰청,서울,39406000,39348600,+2% ~ -2%,0,87.745,903,협정,-0.14567
385,20160633944-00,경신중ㆍ고등학교 급식실 및 학생식당 증축 통신공사 (긴급공고),서울특별시교육청,서울,37440000,37691475,+2% ~ -2%,0,87.745,938,,0.67167
386,20160632874-00,2016년 5호선 청구역 등 9개소 전산네트워크(LAN) 신설공사,서울특별시,서울/경기,19358960,19150425,+3% ~ -3%,0,87.745,1360,기,-1.07721
387,2016-01-000155-00,경인선 안춘천교외 1개소 통신설비 개량 기타공사,국가철도공단,서울/경기,459173000,459081176,+2.5% ~ -2.5%,0,86.335,1223,협정,-0.02000
388,20160631929-00,자양1파출소 신축공사-통신,경찰청,서울,24069000,23944775,+2% ~ -2%,0,87.745,810,기/협정,-0.51613
389,20160633442-00,서부특수교육지원센터 이전 리모델링 통신 공사,서울특별시교육청,서울,84479000,83616100,+3% ~ -3%,0,87.745,1018,기,-1.02144
390,20160628588-00,서소문청사 2동 2층 회의실 리모델링 정보통신공사,서울특별시,서울,155687000,155307175,+3% ~ -3%,0,87.745,968,,-0.24397
391,20160614781-00,한국방송통신대학교 연구동 시설 개보수공사(통신),서울지방조달청/한국방송통신대학교,서울,450059000,446529475,+2% ~ -2%,0,86.745,840,기/협정,-0.78424
392,20160630242-00,구립 하나영재어린이집 리모델링 정보통신공사,서울특별시,서울,46882000,46911000,+3% ~ -3%,0,87.745,987,기,0.06185
393,20160627667-00,상계2동청사 리모델링 통신공사,서울특별시,서울,50952000,50491100,+3% ~ -3%,0,87.745,1043,,-0.90458
394,20160630131-00,2016년 방범 CCTV 자가통신망 수용 공사 (긴급공고),서울특별시,서울,265595000,267902400,+3% ~ -3%,0,87.745,944,기,0.86876
395,20160624213-00,여주교도소 방통대 등 교육장 리모델링(통신) 공사,법무부,서울/경기,24752000,24754625,+2% ~ -2%,0,87.745,1707,기,0.01060
396,KRA2016060860,렛츠런CCC. 동대문 환경개선 정보통신 공사,한국마사회,서울,78576000,77694125,3% ~ -3%,0,87.745,792,,-1.12233
397,20160628996-00,서울송화초등학교 통신선로개선 통신공사 (긴급공고),서울특별시교육청,서울,112590000,112792425,+3% ~ -3%,0,87.745,964,기,0.17978
398,20160628401-00,구민회관 개보수공사(통신)(긴급) (긴급공고),서울특별시,서울,83050000,82271450,+3% ~ -3%,0,87.745,950,,-0.93745
399,20160624424-01,시청각실리모데링및 지하방수 통신 공사 (정정공고),서울특별시교육청,서울,14689000,14769950,+2% ~ -2%,0,87.745,750,기/정,0.55109
400,20160620888-00,남북회담본부 시설개선공사(통신공사),서울지방조달청/통일부,서울,593026000,596010475,+2% ~ -2%,0,86.745,856,기/협정,0.50326
401,20160622832-00,[영란여자중학교] 방송시설개선 통신공사,서울특별시동부교육청영란여자중학교,서울,67584000,68550000,+3% ~ -3%,0,87.745,988,,1.42933
402,20160620441-00,신금호 외 2역 승강편의시설 설치 통신공사(28공구),서울특별시,서울,185298480,184391025,+3% ~ -3%,0,87.745,926,기,-0.48973
403,KRA2016060710,렛츠런CCC. 영등포 환경개선 정보통신 공사,한국마사회,서울,74920000,74604500,3% ~ -3%,0,87.745,786,,-0.42112
404,20160620921-02,전동중학교 방송시설(통신설비) 개선공사 입찰공고(긴급) 실시 (긴급공고) (공고),서울특별시동부교육청,서울,91014000,91420675,+3% ~ -3%,0,87.745,925,정,0.44682
405,20160617354-00,측정동 증축 통신공사,환경부,서울/인천/경기,10582000,10636100,+3% ~ -3%,0,87.745,1233,,0.51124
406,20160617201-00,2016년 신금호 등 2역 승강편의관련 전자설비 이설공사,서울특별시,서울,40829008,40695525,+3% ~ -3%,0,87.745,852,기,-0.32694
407,20160614818-00,서울길동초 외 1교(잠전초) 방송시설개선 통신공사 전자입찰 공고,서울특별시교육청,서울,102374000,100245450,+3% ~ -3%,0,87.745,945,기,-2.07920
408,2016-09090,화방사 주둔지 경계시설 보강 정보통신공사,제8090부대,서울,229200000,226851053,3.0% ~ -3.0%,0,87.745,648,,-1.02485
409,20160608442-01,서울멀티미디어랩 장비 이전 및 설치공사 (정정공고),(재)서울산업진흥원,서울,349047000,353042775,+3% ~ -3%,0,86.745,794,기/정,1.14476
410,20160619305-00,서울수서경찰서 대치지구대 신축 공사[통신],경찰청,서울,25201000,24991800,+2% ~ -2%,0,87.745,840,,-0.83013
411,E01-16-04904,154kV 삼성#2S/S 전력통신설비 시설공사,한국전력공사,서울,250569000,237861856,0% ~ -8%,0,87.745,697,,-5.07132
412,20160612523-00,소마미술관 전시공간 확충 통신공사,서울올림픽기념국민체육진흥공단,서울,317255400,314714225,+2% ~ -2%,0,87.745,911,,-0.80099
413,20160618574-00,서울중앙우체국 편의시설 설치공사(통신),과학기술정보통신부,서울,25210000,25315250,+2% ~ -2%,0,87.745,862,기/협정,0.41749
414,20160614202-00,서울대학교 유회진학술정보관 신축 통신공사 (긴급공고),서울대학교,서울,528301000,530097275,+2% ~ -2%,0,86.745,863,기,0.34000
415,20160610057-00,용마중 급식실 및 식당 증축 통신공사 견적제출 안내 공고 (긴급공고),서울특별시교육청,서울,68363000,67546950,+3% ~ -3%,0,87.745,961,기,-1.19371
416,20160533406-00,정릉동 청소년문화의집 신축 정보통신공사(장기계속공사),서울특별시,서울,93520000,92943000,+3% ~ -3%,0,87.745,931,,-0.61699
417,20160608570-00,한국공항공사 재난상황실 확장 및 개선 정보통신공사,한국공항공사,서울,38467000,38620350,+2% ~ -2%,0,87.745,858,기,0.39865
418,20160610615-00,국립예술단체 공연연습장 스피드게이트 설치공사,사단법인국립예술단체연합회,서울,117300000,117808275,+2% ~ -2%,0,87.745,132,,0.43331
419,2016-01-000129-00,광역철도 승강장안전문 신길역외 27개역 통신선로 공사,국가철도공단,전국/서울/경기/충남,2207017000,2233587663,+2.5% ~ -2.5%,0,86.335,1020,의무,1.20391
420,2016-01-000122-00,광역철도 승강장안전문 망우역외 35개역 통신선로 공사,국가철도공단,전국/서울/경기/강원,2673389000,2644376580,+2.5% ~ -2.5%,0,86.335,981,의무,-1.08524
421,2016-01-000121-00,광역철도 승강장안전문 서울역외 37개역 통신선로 공사,국가철도공단,전국/서울/경기,3492813000,3491608939,+2.5% ~ -2.5%,0,86.335,890,의무,-0.03448
422,20160606863-00,당고개 실내배드민턴장 신축 통신공사,서울특별시,서울,46827000,46659550,+3% ~ -3%,0,87.745,992,,-0.35760
423,20160609497-00,"연결통로, 도서관 및 특별교실 증축 공사(정보통신)",서울특별시교육청,서울,21543000,21489900,+2% ~ -2%,0,87.745,783,,-0.24649
424,20160606451-00,오금중 다목적강당 및 급식식 증축 통신공사(장기계속) 수의계약 전자견적 제출 공고,서울특별시교육청,서울,63954000,64600775,+3% ~ -3%,0,87.745,996,,1.01131
425,20160604964-00,보훈회관 건립(리모델링) 공사(통신),서울특별시,서울,131510000,130911375,+3% ~ -3%,0,87.745,969,기,-0.45520
426,20160603877-00,서울대학교 초과학공동원 리모델링 통신공사 (긴급공고),서울대학교,서울,273460000,273691150,+2% ~ -2%,0,87.745,920,기,0.08452
427,20160605324-00,올림픽공원 위험경보시스템 구축공사 (긴급공고),한국체육산업개발주식회사,서울/경기,26572598,26914425,+2% ~ -2%,0,87.745,1367,,1.28638
428,20160603921-00,돈의문 박물관마을 정보통신공사 (긴급공고),서울주택도시공사,전국/서울,547878000,543684025,+3% ~ -3%,0,86.745,1002,기/의무,-0.76550
429,2016-07396,방송실 스튜디오 이전설치 공사,제9912부대,서울,342338837,339729605,0.6% ~ -3.0%,0,86.745,688,,-0.76218
430,20160603167-00,경고등학교 방송시설 개선공사 소액수의 견적제출 안내공고,서울특별시교육청,서울,47938000,47840600,+3% ~ -3%,0,87.745,909,기,-0.20318
431,E01-16-04459,IP방식 전자교환시스템 시설공사,한국전력공사,서울,74385172,72571291,0% ~ -8%,0,87.745,712,,-2.43850
432,E01-16-04453,2016년 전력통신용 통합단말장치 시설공사,한국전력공사,서울/경기,33807359,33089595,0% ~ -8%,0,87.745,1482,,-2.12310
433,20160601864-00,성수동 도시재생시범사업 앵커시설 신축공사(정보통신),서울특별시,서울,73165000,72910625,+3% ~ -3%,0,87.745,1023,기,-0.34768
434,20160603743-00,경복궁 흥복전 복원 지장물 이설 통신공사,문화재청,서울,19500000,19528975,+2% ~ -2%,0,87.745,748,기,0.14858
435,20160602486-00,경의선 수색~화전간 통신케이블 보수공사,한국철도공사,서울/경기,60311000,58676925,0% ~ -4%,0,87.745,1947,기,-2.70942
436,20160533233-00,성산1동 동청사 리모델링 통신공사,서울특별시,서울,48860000,48852350,+3% ~ -3%,0,87.745,925,기,-0.01566
437,20160534119-00,한강수계 하수관망 계측시스템 전산장비 유지관리 용역,한국환경공단,서울/인천/경기,118120000,118827900,+2% ~ -2%,0,87.995,58,기,0.59930
438,E01-16-04405,성동변전소 IP기반 비상통신망 시설공사,한국전력공사,서울,28662467,27296480,0% ~ -8%,0,87.745,558,,-4.76577
439,20160534095-00,송천동 국공립어린이집 신축 통신공사,서울특별시,서울,29260000,29460475,+3% ~ -3%,0,87.745,862,기,0.68515
440,20160531328-00,교통방송 신청사 인터넷전화망 증설 및 이전설치 공사,서울특별시,서울,113849140,112907375,+3% ~ -3%,0,87.745,200,,-0.82721
441,20160528842-00,2016년 상반 방범용 CCTV 자가정보통신망 수용공사,서울특별시,서울,142879000,143804200,+3% ~ -3%,0,87.745,938,기,0.64754
442,20160526248-00,IPT 교환 유지보수 (긴급공고),근로복지공단본부,서울,68112000,68057375,+2% ~ -2%,0,-,12,기,-0.08020
443,20160531917-00,수서연장구간 본선전기실 전화설치,서울교통공사,서울,28306540,28017850,+3% ~ -3%,0,87.745,764,,-1.01988
444,20160529124-00,철도교통관제센터 일반철도 정보통신망용 전원설비 개량공사,한국철도공사,서울,39358000,38703600,+0% ~ -4%,0,87.745,886,기,-1.66269
445,20160529104-00,철도교통관제센터 종합영상 감시설비 개량공사 (긴급공고),한국철도공사,서울/울산/강원/충북/충남/경북/경남/전북/전남,89925000,88234025,0% ~ -4%,0,87.745,2037,기,-1.88043
446,20160528723-00,경일중 방송시설개선 통신공사,서울특별시교육청,서울,75130000,74851500,+3% ~ -3%,0,87.745,1044,,-0.37070
447,20160508926-00,국립어린이과학관 건립(통신),서울지방조달청/미래창조과학부,서울,600759000,600198850,+2% ~ -2%,0,86.745,854,기/협정,-0.09325
448,2016-06238,00지역 통신 케이블 공사,제7016부대,서울,223290000,223043107,3.0% ~ -3.0%,0,87.745,694,,-0.11058
449,20160525134-00,2016년 자가 정보통신망 증설 공사,서울특별시,서울,76989000,76798500,+3% ~ -3%,0,87.745,563,,-0.24744
450,20160524269-00,구립 중곡1동 자람터 어린이집 신축 통신공사,서울특별시,서울,26960000,26880000,+3% ~ -3%,0,87.745,879,기,-0.29674
451,20160523443-00,망우본동 주택가 공동주차장 통신공사 (긴급공고),서울특별시,서울,60493000,60794725,+3% ~ -3%,0,87.745,979,,0.49877
452,20160521849-00,지상파 DMB 중계기 이설 및 안테나 신설 공사 (긴급공고),서울교통공사,전국/서울,1242404130,1252722350,+3% ~ -3%,0,86.745,840,기/의무,0.83050
453,E01-16-04108,2016년 광통신망 보강공사,한국전력공사,서울,32277448,30854334,0% ~ -8%,0,87.745,641,,-4.40901
454,20160522564-01,면목삼팔파출소대수선통신공사 (정정공고),경찰청,서울,15290000,15291200,+2% ~ -2%,0,87.745,658,기/정/협정,0.00784
455,20160523391-00,찾아가는 동주민센터 정보통신공사,서울특별시,서울,59683000,60014125,+3% ~ -3%,0,87.745,977,,0.55480
456,20160515283-00,동대문구 우범지역 CCTV시스템 설치공사,서울특별시,서울,30340000,30196700,+3% ~ -3%,0,87.745,848,기,-0.47232
457,20160521086-00,경부선 노량진역 승강설비 설치에 따른 통신설비 신설공사,한국철도공사,서울,15593000,15129125,+0% ~ -4%,0,87.745,706,기,-2.97490
458,20160515269-00,소래(송) 보안용 CCTV 교체공사,한국방송공사,서울/경기,100000000,99516750,+2% ~ -2%,0,85,1865,기,-0.48325
459,20160431360-00,서울 항동공공주택지구 3단지 아파트 및 도시형생활주택3단지 정보통신공사(2공구),서울주택도시공사,전국/서울,0,9273429000,+3% ~ -3%,0,-,295,기/의무,85.495
460,20160521540-00,"Everrich서울청사(3, 8층) 노후시설 개선공사(통신)",과학기술정보통신부,서울,27000000,26935850,+2% ~ -2%,0,87.745,751,,-0.23760
461,20160517034-00,중랑물재생센터 수질계측 유지관리 용역 시행 (긴급공고),서울특별시,서울,99540000,99645075,+3% ~ -3%,0,87.745,19,기,0.10556
462,20160508408-00,16년도 서울동작경찰서 전산장비유지보수용역,경찰청,서울/인천/경기,21500000,21400025,+2% ~ -2%,0,88,25,,-0.46500
463,2016-05652,00아파트 방송설비 교체공사,제1363부대,서울,18290000,18061940,0.0% ~ -3.0%,0,87.745,494,,-1.24692
464,20160509818-00,서울검찰청사 별관(구치감) 3차 리모델링 통신공사,대검찰청,서울,76692000,76906600,+2% ~ -2%,0,87.745,970,,0.27982
465,20160503880-01,에스플렉스센터 IT공방 구축공사(정보통신) (정정공고),(재)서울산업진흥원,서울,90980000,91574125,+3% ~ -3%,0,87.745,905,기/정,0.65302
466,E01-16-03842,`16년 전력계통 통신설비 보강공사(성동전력지사),한국전력공사,서울,160864926,155758542,0% ~ -8%,0,87.745,725,,-3.17434
467,20160512733-00,동작구 보건소 리모델링 정보통신공사,서울특별시,서울,57036000,57129575,+3% ~ -3%,0,87.745,967,기,0.16406
468,E01-16-03788,본부 직할 CCTV시스템 교체 공사,한국전력공사,서울,40901296,38831395,0% ~ -8%,0,87.745,689,,-5.06073
469,20160510687-00,불암산도시자연공원(공릉지구)조성 통신공사,서울특별시,서울,48655000,48583300,+3% ~ -3%,0,87.745,968,기,-0.14737
470,20160502722-01,망분리 IDC 시설 및 회선 임차(장기계속) (정정공고),건설근로자공제회,서울/경기,348480000,347135800,+2% ~ -2%,0,-,30,기/정,-0.38574
471,20160510594-00,경원선 회역 등 6역 비상케이트 통화장치 신설 타공사,한국철도공사,서울/경기,40701000,39887750,+0% ~ -4%,0,87.745,1745,기,-1.99811
472,20160435951-00,서울교대부설초 교사 증개축 통신공사(장기계속),서울지방조달청/서울교육대학교,서울,520398000,522371625,+2% ~ -2%,0,86.745,848,기/협정,0.37925
473,E01-16-03542,미금성동외 5개 전력구 지중T/L 운영시스템 보강공사,한국전력공사,서울/경기,396479536,386107217,0% ~ -8%,0,86.745,921,협정,-2.61611
474,20160504033-00,1호선 ATS모니터링 시스템 전용망 구축공사,서울교통공사,서울,84040800,83832000,+3% ~ -3%,0,87.745,127,기,-0.24846
475,20160503829-00,대흥역 승강편의시설 설치 통신공사(30공구),서울특별시,서울,16487568,16350900,+3% ~ -3%,0,87.745,646,기,-0.82892
476,20160505585-00,가양4외 2개단지 상가 리모델링 및 외부환경 개선 정보통신공사,서울주택도시공사,서울,97660000,98231625,+3% ~ -3%,0,87.745,905,,0.58532
477,20160504302-00,2016년 토크백 성능 개량공사(수서기지등 7개소)(긴급) (긴급공고),서울교통공사,서울,195141690,193467925,+3% ~ -3%,0,87.745,837,,-0.85772
478,20160502490-00,도림동 복합어르신복지센터 증축 통신공사,서울특별시,서울,44814000,44959250,+3% ~ -3%,0,87.745,959,기,0.32411
479,20160500013-00,동부수도사업소 청사 증축 정보통신공사,서울특별시,서울,41756000,41688200,+3% ~ -3%,0,87.745,994,,-0.16238
480,20160437949-00,공영노외주차장 사면촬영 카메라 시스템 설치공사,서울특별시,서울/경기,141691000,142364075,+3% ~ -3%,0,87.745,65,기/현필,0.47503
481,20160503542-00,한양도성 낙산구간 통합관제센터 구축 정보통신공사 (긴급공고),서울특별시/서울특별시,전국/서울,692692000,693163075,+3% ~ -3%,0,86.745,994,기/의무,0.06800
482,20160439320-00,뚝도정수센터 농축조 증설 및 개량 정보통신공사,서울특별시,서울,63294000,63418550,+3% ~ -3%,0,87.745,1038,,0.19678
483,20160439242-00,자양취수장 정보통신 공사,서울특별시,서울,73270000,73495350,+3% ~ -3%,0,87.745,1057,,0.30756
484,20160500881-00,경부선 용산역 영상설비 개량공사,한국철도공사,서울,389595000,383461850,+0% ~ -4%,0,86.745,843,기,-1.57424
485,20160500157-00,국회 옥외 CCTV 카메라 설치공사,국회,서울,93994000,94119050,+2% ~ -2%,0,87.745,879,협정,0.13304
486,20160437691-00,경부선 구로역 등15역 노후지국 개량공사,한국철도공사,서울/경기,165036000,161674700,+0% ~ -4%,0,87.745,1723,기,-2.03671
487,20160431379-00,서울 항동공공주택지구 8단지 아파트 정보통신공사,서울주택도시공사,전국/서울,2452915000,2462898425,+3% ~ -3%,0,86.745,814,기/의무,0.40700
488,20160431369-00,"서울 항동공공주택지구 4단지 아파트 및 도시형생활주택1,2단지 정보통신공사(3공구)",서울주택도시공사,전국/서울,4113185000,4167736175,+3% ~ -3%,0,86.745,686,기/의무,1.32625
489,20160431349-00,서울 항동공공주택지구 2단지 아파트 정보통신공사(1공구),서울주택도시공사,전국/서울,4850701000,4834135900,+3% ~ -3%,0,86.745,649,기/의무,-0.34150
490,20160437512-00,GKL 힐튼점 영업장 및 지원시설 공사(통신),그랜드코리아레저(주),서울,58982000,59053875,+2% ~ -2%,0,87.745,950,,0.12185
491,20160502558-00,100주년기념관 대강당 무대 및 음향장비 보수공사(소액) (긴급공고),서울과학기술대학교,서울,14210000,14229975,+2% ~ -2%,0,87.745,500,,0.14057
492,20160500195-00,동작구의회 본회의장 전자회의시스템 구축공사(긴급),서울특별시,서울,83000000,82796700,+3% ~ -3%,0,87.745,355,,-0.24494
493,20160438943-00,서울소방행정타운 건립(1단계) 정보통신공사(장기계속) (긴급공고),서울특별시/서울특별시,전국/서울,1552716000,1555852525,+3% ~ -3%,0,86.745,800,기/의무,0.20200
494,20160438939-00,행촌공터 3호점 신축공사(통신),서울특별시,서울,31460000,31419475,+3% ~ -3%,0,87.745,904,,-0.12882
495,20160432732-00,강남교육지원청 청사 장애인 편의시설 설치 통신공사 소액수의 견적제출 안내 공고,서울특별시교육청,서울,65010000,66304425,+3% ~ -3%,0,87.745,970,기,1.99111
496,20160430851-00,2016 혜화경찰서 전산장비 유지보수 입찰 공고,경찰청,서울/경기,19500000,19601975,+2% ~ -2%,0,88,13,기,0.52294
497,E01-16-03275,형광사 리모델링공사 (통신),한국전력공사,서울,84287485,80050613,0% ~ -8%,0,87.745,731,,-5.02670
498,E01-16-03274,2016년 공동구 통신케이블 시설 공사,한국전력공사,서울,96999225,93038870,0% ~ -8%,0,87.745,707,,-4.08288
499,20160438434-00,2016년 여직원 침실 설치공사에 따른 정보통신공사,서울교통공사,서울,9796030,9652075,+3% ~ -3%,0,87.745,441,,-1.46953
500,20160432985-00,금호역 등 3역 여직원 침실 설치 전자공사,서울교통공사,서울,36982220,36736525,+3% ~ -3%,0,87.745,893,기,-0.66436
501,20160430907-00,출입구 캐노피 설치에 따른 정보통신공사,서울특별시,서울,60228960,60627275,+3% ~ -3%,0,87.745,926,,0.66133
502,E01-16-03264,2016년 동서울전력지사 계통보호전송장치 교체공사,한국전력공사,서울,53055747,50537287,0% ~ -8%,0,87.745,701,,-4.74682
