공고번호,010_001,010_002,010_003,010_004,010_005,010_006,010_007,010_008,010_009,010_010,020_001,020_002,020_003,020_004,020_005,020_006,020_007,020_008,020_009,020_010,020_011,020_012,020_013,020_014,020_015,020_016,020_017,020_018,020_019,020_020,050_001,050_002,050_003,050_004,050_005,050_006,050_007,050_008,050_009,050_010,050_011,050_012,050_013,050_014,050_015,050_016,050_017,050_018,050_019,050_020,050_021,050_022,050_023,050_024,050_025,050_026,050_027,050_028,050_029,050_030,050_031,050_032,050_033,050_034,050_035,050_036,050_037,050_038,050_039,050_040,050_041,050_042,050_043,050_044,050_045,050_046,050_047,050_048,050_049,050_050,100_001,100_002,100_003,100_004,100_005,100_006,100_007,100_008,100_009,100_010,100_011,100_012,100_013,100_014,100_015,100_016,100_017,100_018,100_019,100_020,100_021,100_022,100_023,100_024,100_025,100_026,100_027,100_028,100_029,100_030,100_031,100_032,100_033,100_034,100_035,100_036,100_037,100_038,100_039,100_040,100_041,100_042,100_043,100_044,100_045,100_046,100_047,100_048,100_049,100_050,100_051,100_052,100_053,100_054,100_055,100_056,100_057,100_058,100_059,100_060,100_061,100_062,100_063,100_064,100_065,100_066,100_067,100_068,100_069,100_070,100_071,100_072,100_073,100_074,100_075,100_076,100_077,100_078,100_079,100_080,100_081,100_082,100_083,100_084,100_085,100_086,100_087,100_088,100_089,100_090,100_091,100_092,100_093,100_094,100_095,100_096,100_097,100_098,100_099,100_100
20241003259-00,0,4,32,209,333,373,153,32,3,1,0,0,0,4,10,22,71,138,155,178,192,181,110,43,22,10,2,1,1,0,0,0,0,0,0,0,0,0,1,3,4,4,6,8,10,26,26,34,51,72,61,61,51,73,87,100,58,88,82,45,41,46,33,21,12,8,11,6,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,3,1,2,4,2,6,4,6,12,14,10,16,19,15,25,26,40,32,33,28,28,33,33,18,32,41,43,44,57,43,25,33,34,54,38,44,24,21,15,26,24,22,23,10,10,11,9,3,5,3,6,5,3,3,2,2,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20241003269-00,0,6,45,161,316,398,114,35,5,2,0,0,0,6,12,33,57,104,152,164,173,225,64,50,26,9,3,2,2,0,0,0,0,0,0,0,0,0,2,4,3,5,11,11,15,20,20,36,54,31,49,61,76,66,64,62,74,91,92,79,34,24,17,20,19,15,8,6,4,2,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,4,1,4,7,5,6,6,9,10,10,11,9,17,19,29,25,18,13,24,25,26,35,42,34,28,38,34,30,31,31,38,36,37,54,46,46,39,40,19,15,10,14,6,11,11,9,11,8,11,4,3,5,3,3,3,1,1,1,1,1,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0
20240921641-00,1,6,47,183,365,351,128,24,5,0,1,0,1,5,14,33,79,104,191,174,161,190,90,38,15,9,3,2,0,0,1,0,0,0,0,0,0,1,1,4,4,7,9,12,15,27,39,32,47,38,53,97,78,80,57,64,69,72,78,68,53,23,22,19,11,6,7,5,4,2,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,3,1,5,2,3,6,7,5,7,8,13,14,18,21,13,19,15,32,23,15,24,29,47,50,41,37,44,36,21,36,35,29,39,30,28,44,35,43,36,32,25,28,11,12,14,8,10,9,3,8,5,1,4,3,2,3,4,0,1,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20240925700-00,1,4,51,173,364,344,132,30,5,1,0,1,0,4,15,36,77,96,183,181,175,169,94,38,20,10,4,1,0,1,0,0,0,1,0,0,0,0,1,3,7,5,11,10,18,30,31,32,37,43,46,88,86,79,65,60,84,62,80,58,51,28,25,16,12,6,11,7,5,1,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,4,3,3,2,3,8,5,5,10,8,14,16,17,14,16,16,16,21,25,18,21,25,45,43,49,37,41,38,27,38,31,29,51,33,31,31,31,49,33,25,23,28,13,15,15,10,9,7,3,9,3,3,8,3,3,4,5,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20240926989-00,0,5,53,223,366,319,107,35,5,1,0,0,0,5,14,39,96,127,155,211,180,139,66,41,23,12,4,1,0,1,0,0,0,0,0,0,0,0,1,4,5,6,11,14,17,30,41,39,46,67,53,54,99,97,63,74,72,61,69,43,36,14,25,17,15,12,9,6,5,3,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,2,2,4,3,8,8,6,7,10,16,14,24,17,25,14,20,26,30,37,23,30,21,33,48,51,50,47,27,36,34,40,38,34,34,27,30,39,21,22,15,21,7,7,16,9,9,8,5,10,5,7,6,3,2,4,4,1,1,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20240926387-00,1,6,44,128,295,329,131,39,1,0,0,1,0,6,17,27,51,77,136,159,179,150,100,31,28,11,0,1,0,0,0,0,1,0,0,0,0,1,0,5,7,5,9,12,11,18,21,30,28,31,57,50,56,69,63,74,83,51,63,58,50,35,23,10,13,17,8,9,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4,3,3,2,5,4,6,6,6,5,6,12,12,9,12,18,12,16,13,18,28,29,24,26,29,27,34,35,32,31,25,49,44,39,22,29,28,35,31,27,24,26,19,16,15,8,5,5,9,4,9,8,5,3,3,6,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20240918011-00,0,5,48,194,413,341,121,29,3,0,0,0,1,4,14,34,58,136,213,200,190,151,85,36,19,10,1,2,0,0,0,0,0,0,0,0,0,1,2,2,4,6,7,13,18,13,29,32,55,65,84,91,82,87,69,82,70,68,62,59,35,37,17,17,15,8,7,4,9,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,3,3,3,4,3,7,6,8,10,7,6,15,14,16,16,21,34,31,34,47,37,48,43,38,44,47,40,34,35,38,44,38,32,38,30,30,32,30,29,22,13,22,15,13,4,9,8,11,4,6,2,5,2,4,0,4,5,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240919810-00,0,4,54,200,403,299,132,25,4,2,0,0,0,4,14,40,79,121,198,205,169,130,94,38,14,11,2,2,1,1,0,0,0,0,0,0,0,0,3,1,4,5,10,16,19,22,39,41,47,51,91,63,80,83,86,73,64,67,54,41,37,37,33,13,12,8,3,5,4,5,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,3,2,3,5,5,9,7,7,12,11,11,22,17,18,23,23,24,23,28,41,50,36,27,44,36,43,40,45,41,38,35,31,33,32,35,26,28,22,19,17,20,21,16,20,13,9,4,6,6,3,5,3,0,3,2,3,1,3,2,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
20240901570-00,1,1,1,15,30,53,19,5,1,0,1,0,1,0,0,1,2,13,15,15,34,19,9,10,3,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,9,2,7,5,3,10,5,14,14,9,6,10,4,4,2,6,3,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,3,6,1,1,3,4,1,4,3,0,4,6,2,3,5,9,8,6,6,3,4,2,6,4,2,2,1,3,1,1,5,1,1,2,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240918921-00,0,5,59,156,382,302,115,37,3,0,0,0,1,4,16,43,67,89,210,172,166,136,69,46,20,17,3,0,0,0,0,0,0,0,0,0,0,1,2,2,5,4,12,16,22,24,27,34,36,35,83,87,81,72,59,71,63,59,50,59,40,20,23,12,20,6,12,6,8,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,2,3,0,4,7,5,4,12,11,11,14,10,11,16,16,18,20,16,13,22,41,42,52,35,40,41,32,40,27,32,36,35,31,32,32,27,20,30,33,26,16,24,10,10,9,14,6,6,15,5,4,2,7,5,2,4,5,3,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240915080-00,0,5,58,176,358,264,160,33,5,1,0,0,0,5,18,40,77,99,159,199,148,116,108,52,21,12,2,3,1,0,0,0,0,0,0,0,0,0,2,3,4,8,10,17,19,28,33,30,38,47,53,71,72,92,70,67,59,45,53,40,46,47,32,19,16,7,9,8,4,5,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,4,4,6,4,7,10,11,8,16,12,15,18,16,14,14,24,15,32,24,29,43,28,35,37,34,58,39,31,33,34,35,24,22,23,28,25,21,19,26,20,26,21,15,17,14,5,11,5,5,2,6,3,5,3,3,1,3,2,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
20240913196-00,0,5,57,213,363,295,101,22,7,1,0,0,0,5,11,46,78,135,176,187,156,139,59,42,13,9,5,2,1,0,0,0,0,0,0,0,0,0,3,2,4,2,11,14,26,31,31,45,44,62,70,59,73,80,81,58,65,64,67,41,22,29,21,12,17,7,5,5,2,3,2,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,1,0,2,5,6,5,9,11,15,12,19,17,14,16,29,24,20,35,27,42,28,30,29,47,26,34,46,36,45,24,34,42,23,33,31,37,30,16,25,12,10,17,12,8,13,5,7,12,5,4,3,2,3,1,4,1,1,1,2,0,2,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
20240913455-00,0,5,41,130,292,293,167,26,6,0,0,0,0,5,13,28,52,78,145,147,154,139,117,50,18,8,4,2,0,0,0,0,0,0,0,0,0,0,3,2,8,2,5,13,13,21,23,22,28,36,63,46,50,65,68,66,61,60,62,44,49,44,37,24,13,11,4,6,4,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,3,5,0,2,3,2,4,9,7,6,9,12,12,11,8,14,17,11,19,17,30,33,12,34,36,14,29,36,38,30,29,37,27,34,27,33,36,26,21,23,27,22,23,21,24,13,18,6,5,8,9,2,3,1,3,3,1,3,0,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20240913293-00,0,4,33,114,242,276,156,30,3,1,0,0,0,4,10,23,51,63,103,139,153,123,119,37,21,9,2,1,0,1,0,0,0,0,0,0,0,0,3,1,6,1,5,10,11,20,19,25,25,25,52,28,44,55,63,52,66,56,66,36,52,45,32,17,10,13,7,3,5,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,4,0,1,3,2,2,8,6,5,8,12,13,6,12,13,11,14,10,15,27,25,9,19,23,21,29,26,30,33,28,24,33,33,35,21,30,36,20,16,27,25,24,21,22,10,15,2,4,6,8,5,5,2,1,2,2,3,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20240911088-00,0,4,51,225,425,341,140,29,0,1,0,0,0,4,19,32,91,134,231,194,189,152,101,39,19,10,0,0,1,0,0,0,0,0,0,0,0,0,4,0,8,7,11,9,16,28,44,40,45,68,73,106,77,85,84,84,67,78,55,57,47,36,31,14,12,6,6,12,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,5,3,4,4,7,5,4,8,8,9,19,17,27,19,21,17,28,28,40,38,35,54,52,52,25,42,43,36,48,40,44,38,29,38,40,25,30,28,29,25,22,21,15,18,13,10,4,9,3,4,2,4,2,7,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20240910362-00,0,5,53,161,367,294,122,29,3,0,0,0,0,5,17,36,72,89,161,206,153,141,75,47,14,15,3,0,0,0,0,0,0,0,0,0,0,0,4,1,4,9,10,18,12,30,28,34,29,40,36,71,81,99,80,61,56,64,60,53,30,30,27,17,18,7,4,9,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,3,4,5,4,6,6,12,9,3,9,21,16,12,14,20,15,14,21,19,14,22,32,39,54,27,44,55,39,41,33,28,30,26,36,28,25,35,31,22,14,16,14,16,15,12,9,8,10,8,4,3,3,1,3,6,2,3,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240827423-00,0,6,46,225,357,307,141,35,8,3,0,0,1,5,14,32,73,152,157,200,153,154,78,63,24,11,6,2,2,1,0,0,0,0,0,0,1,0,2,3,6,5,7,8,20,25,31,43,71,55,46,67,90,88,66,60,60,59,67,61,35,27,37,21,21,9,11,7,5,3,2,3,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,2,4,3,2,3,4,4,4,10,10,9,16,16,15,17,26,29,42,26,29,23,23,30,37,44,46,54,34,30,36,30,30,28,32,33,26,36,31,25,36,19,16,13,14,16,21,14,7,11,10,6,3,8,3,4,3,4,1,3,0,2,0,1,2,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
20240829642-00,0,4,53,183,332,290,183,33,3,1,0,0,0,4,16,37,71,112,163,169,157,133,129,54,21,12,1,2,1,0,0,0,0,0,0,0,0,0,4,0,6,6,7,16,18,18,30,37,46,52,48,71,86,69,58,49,74,61,46,60,64,48,27,27,17,12,6,8,3,4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,4,2,4,3,7,9,10,8,8,10,11,19,23,14,18,28,23,29,27,21,40,31,44,42,33,36,29,29,21,28,44,30,34,27,26,20,28,32,34,30,30,18,17,10,12,15,10,7,5,7,3,3,3,5,1,2,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20240831584-00,0,6,52,194,383,263,132,34,1,1,0,0,0,6,16,36,72,122,195,188,144,119,92,40,20,14,1,0,0,1,0,0,0,0,0,0,0,0,6,0,5,7,7,14,19,20,28,39,49,58,81,71,78,69,84,55,60,50,64,34,40,34,29,14,15,10,6,9,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3,2,3,4,4,3,6,8,10,9,12,8,11,17,24,15,22,27,28,30,39,42,42,29,43,35,35,34,37,47,27,28,31,29,29,21,32,32,17,17,25,15,20,14,18,11,9,5,11,4,6,4,2,4,4,5,3,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20240821045-00,1,6,51,193,341,299,140,44,11,5,1,0,0,6,15,36,86,107,164,177,149,150,95,45,29,15,9,2,2,3,0,1,0,0,0,0,0,0,2,4,4,4,10,16,17,26,44,37,32,54,64,61,73,56,87,62,54,82,58,43,39,40,23,19,19,13,12,6,8,5,5,2,3,0,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,3,3,1,7,3,6,10,8,9,12,14,21,23,16,21,20,12,24,30,29,35,30,31,39,34,30,26,48,39,27,35,24,30,33,49,20,38,26,17,23,16,19,21,16,7,13,6,10,9,6,7,8,4,4,2,6,2,3,2,1,4,0,2,2,1,0,0,0,1,1,1,0,0,0,2,1,0,0,0
20240831127-00,0,3,45,131,363,295,126,32,5,1,0,0,0,3,9,36,55,76,191,172,144,151,80,46,22,10,4,1,0,1,0,0,0,0,0,0,0,0,2,1,2,6,8,8,21,18,26,24,31,32,85,69,69,72,68,41,53,93,58,50,28,38,21,19,20,11,9,7,1,4,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,4,2,1,7,4,4,11,10,12,6,13,13,11,13,16,15,13,19,39,46,50,19,37,32,30,42,26,42,20,21,29,24,50,43,33,25,17,33,15,13,21,17,14,7,9,10,14,6,5,6,4,5,2,5,1,0,2,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20240828856-00,0,6,59,214,386,320,138,29,6,2,0,0,1,5,16,43,80,134,186,200,180,140,92,46,20,9,5,1,0,2,0,0,0,0,0,0,1,0,3,2,6,5,11,15,22,27,28,36,51,72,77,79,65,83,82,68,72,65,59,56,42,37,20,18,21,11,6,5,3,4,1,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,1,5,1,4,5,6,7,8,12,10,13,14,17,11,25,11,19,32,35,37,38,39,40,39,30,35,31,52,38,44,35,33,43,29,40,25,32,27,27,29,23,19,19,18,13,7,7,11,11,10,7,4,2,4,3,2,2,1,4,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
20240825683-00,0,4,56,174,371,275,130,27,9,2,0,0,0,4,14,42,58,116,204,167,150,125,81,49,16,11,6,3,1,1,0,0,0,0,0,0,0,0,2,2,5,6,8,9,28,21,23,31,40,59,72,89,76,62,72,48,69,74,42,42,41,31,20,19,19,9,5,8,3,2,5,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,2,3,5,6,3,16,12,9,12,12,11,14,17,17,23,26,33,32,40,53,36,43,33,19,43,43,29,28,20,34,35,33,41,18,24,24,18,22,19,18,13,9,11,6,13,10,9,5,4,3,2,2,6,2,1,2,0,2,3,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20240826158-00,1,7,38,186,342,288,110,31,7,2,0,1,0,7,6,32,57,129,155,187,166,122,72,38,15,16,5,2,2,0,0,0,0,0,1,0,0,0,5,2,0,5,8,12,13,20,21,34,59,52,49,69,90,74,60,46,80,77,58,27,29,34,21,11,15,5,5,12,8,1,1,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,2,0,0,2,3,1,7,8,4,5,8,5,15,11,10,16,18,19,40,24,28,27,22,29,40,37,53,36,38,29,31,25,21,30,50,40,37,27,31,10,17,19,10,21,13,9,12,4,7,9,6,4,1,5,0,5,7,3,5,0,1,1,0,2,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
20240822942-00,0,5,42,161,273,357,169,35,5,0,0,0,0,5,11,31,65,96,117,156,181,176,129,40,18,17,1,4,0,0,0,0,0,0,0,0,0,0,3,2,5,5,5,12,15,23,28,28,38,44,42,48,55,60,68,63,83,62,68,81,62,40,32,21,14,7,6,11,8,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,2,2,3,1,4,7,5,9,6,11,12,13,15,14,14,16,22,21,23,22,20,28,20,27,28,22,38,31,37,23,40,45,38,35,27,32,36,37,44,38,24,23,17,27,5,13,8,9,5,2,5,2,4,5,6,4,4,2,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
20240819075-00,0,9,51,174,318,310,185,34,6,2,0,0,1,8,11,40,67,107,134,184,185,125,129,56,21,13,5,1,0,2,0,0,0,0,0,0,1,0,3,5,2,6,9,8,26,27,26,29,44,48,54,50,65,88,61,82,66,54,62,46,82,32,25,20,26,12,7,7,5,3,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,3,1,1,2,4,3,6,4,4,14,12,15,12,13,13,14,15,19,25,24,24,22,32,27,23,30,35,44,44,33,28,43,39,32,34,37,17,26,36,24,22,42,40,12,20,15,10,7,13,14,12,5,7,5,2,2,5,4,1,2,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
20240820782-00,0,3,39,202,314,322,162,34,3,0,0,0,0,3,11,28,66,136,178,136,160,162,114,48,25,9,2,1,0,0,0,0,0,0,0,0,0,0,1,2,4,3,6,19,7,20,30,38,48,66,75,81,57,53,48,53,68,66,65,70,58,42,27,15,20,12,9,8,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,1,2,4,2,5,14,2,5,12,8,15,15,16,22,20,28,33,33,41,34,48,33,22,35,26,27,22,26,26,27,24,44,39,27,30,35,36,34,30,28,28,14,14,13,8,7,13,7,5,7,5,4,4,4,3,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20240813627-00,0,2,64,185,403,292,107,43,2,1,0,0,0,2,21,43,69,116,222,181,159,133,68,39,28,15,1,1,1,0,0,0,0,0,0,0,0,0,1,1,7,10,10,12,25,24,33,29,47,52,83,95,84,75,66,55,71,58,49,59,29,28,18,18,14,17,8,9,4,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,3,7,4,6,5,7,12,13,6,18,13,20,12,17,26,21,24,28,38,45,43,52,44,40,35,40,33,33,27,28,45,26,33,25,27,22,31,28,16,13,16,12,11,7,10,8,6,8,10,7,2,6,3,6,3,1,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20240815322-00,0,4,60,160,369,324,139,34,4,1,0,0,0,4,24,36,85,75,162,207,164,160,93,46,23,11,3,1,1,0,0,0,0,0,0,0,0,0,3,1,8,8,12,13,19,31,36,25,35,33,61,71,79,86,72,73,55,74,71,51,46,33,27,20,13,9,9,9,4,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,6,4,4,8,4,7,6,8,11,17,14,18,18,18,7,18,17,15,18,30,31,40,31,30,49,49,37,40,32,36,37,35,20,36,38,36,35,28,23,26,20,23,10,14,13,10,10,6,7,4,5,3,6,5,4,2,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20240813430-00,0,3,62,190,344,325,130,32,5,1,0,0,0,3,25,37,81,109,187,157,149,176,85,45,22,10,3,2,1,0,0,0,0,0,0,0,0,0,2,1,6,14,11,10,21,26,34,38,47,45,83,68,70,65,58,57,53,70,78,67,39,26,30,14,21,10,8,8,3,3,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,3,7,7,5,6,7,3,8,13,16,10,20,14,21,17,19,28,15,30,38,45,37,31,36,34,40,25,32,26,29,28,30,23,39,31,45,33,39,28,20,19,16,10,20,10,8,6,12,9,6,4,3,5,4,4,3,0,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
20240813087-00,0,3,59,219,429,305,154,30,1,1,0,0,0,3,14,45,88,131,223,206,171,134,95,59,23,7,1,0,1,0,0,0,0,0,0,0,0,0,2,1,5,4,12,15,23,32,34,39,49,65,79,101,87,79,83,74,58,74,54,45,34,43,36,24,17,11,7,8,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,2,2,5,7,6,9,11,12,12,20,14,20,22,17,17,32,29,36,37,42,55,46,43,44,37,42,50,33,37,37,33,25,39,35,31,23,29,16,22,12,19,24,18,18,10,14,9,8,5,6,3,4,5,3,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20240812891-00,0,5,95,331,669,625,380,64,4,1,0,0,1,4,26,69,125,206,321,348,333,292,255,125,47,17,2,2,0,1,0,0,0,0,0,0,0,1,1,3,6,13,16,28,32,36,56,67,71,101,118,134,128,159,130,98,153,146,98,130,123,89,73,50,45,22,15,12,10,5,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,4,9,4,7,9,10,18,22,10,16,20,20,36,33,34,28,43,46,55,71,47,62,72,69,59,78,81,78,52,43,55,78,75,82,64,48,50,70,60,56,67,41,48,43,30,17,33,23,22,11,11,10,5,10,2,4,6,4,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20240810031-00,0,4,45,157,362,298,116,27,4,1,0,0,0,4,11,34,63,94,192,170,169,129,81,35,18,9,3,1,0,1,0,0,0,0,0,0,0,0,3,1,3,4,11,8,19,18,26,27,33,53,90,70,63,74,65,68,65,59,57,49,36,33,25,13,9,8,7,4,4,4,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,1,3,4,7,3,5,7,12,7,11,16,10,19,8,21,12,25,28,39,51,31,39,32,31,43,31,35,30,38,30,34,31,36,23,35,22,26,23,20,16,20,13,12,13,5,8,7,2,5,3,5,2,3,1,3,1,1,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20240807944-00,1,5,81,219,362,311,158,32,1,1,0,1,1,4,17,64,98,121,192,170,167,144,95,63,24,8,1,0,0,1,0,0,0,0,1,0,0,1,3,1,6,8,12,22,33,35,38,43,48,55,57,84,103,68,50,66,66,62,65,52,39,44,35,20,20,10,8,8,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1,5,1,3,5,3,9,6,16,18,15,19,16,21,17,25,18,20,28,26,29,14,43,45,39,51,52,34,34,25,25,37,29,38,28,35,27,40,25,28,24,23,16,21,23,12,23,7,13,13,7,6,4,5,3,6,2,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20240809717-00,0,5,77,225,381,335,128,22,2,1,0,0,1,4,18,59,77,148,196,185,207,128,82,46,18,4,2,0,1,0,0,0,0,0,0,1,0,0,2,2,2,8,16,22,29,25,34,39,59,68,97,68,71,69,76,71,93,78,54,39,33,37,19,22,17,8,6,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,4,4,8,8,9,13,11,18,13,12,16,18,18,21,33,26,33,35,52,45,32,36,31,40,30,39,39,37,31,40,50,43,43,35,32,22,26,13,21,12,17,20,12,7,15,7,12,5,4,4,3,3,4,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20240801927-00,0,1,74,196,321,266,98,28,9,1,0,0,0,1,22,52,64,132,167,154,141,125,63,35,22,6,4,5,1,0,0,0,0,0,0,0,0,0,1,0,4,11,17,14,28,21,27,38,54,56,71,62,60,69,59,52,57,67,49,41,39,22,8,20,9,9,8,8,3,0,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,5,6,7,10,6,8,12,16,12,9,15,12,16,22,26,28,20,36,34,37,29,33,34,26,37,32,33,26,22,30,36,21,32,35,22,27,25,16,22,17,7,15,2,6,12,8,6,3,5,4,6,2,5,3,2,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
