bidNtceNo,bidNtceNm,opengDate,opengRank,bidprcCorpNm
20091220972,일산초 영어거점센터 리모델링 전기공사,2010-01-04,,해성전기
20091220387,내정중 교과교실보수 공사,2010-01-04,208,주식회사 성지건설산업
20091220972,일산초 영어거점센터 리모델링 전기공사,2010-01-04,,주식회사민성
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1295,(주)정한산업개발
20091220972,일산초 영어거점센터 리모델링 전기공사,2010-01-04,,성광전기(주)
20091220387,내정중 교과교실보수 공사,2010-01-04,240,(주)예단개발
20091220972,일산초 영어거점센터 리모델링 전기공사,2010-01-04,,주식회사 두리계전
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,655,(주)제이전력
20091220972,일산초 영어거점센터 리모델링 전기공사,2010-01-04,,유승전기(주)
20091220387,내정중 교과교실보수 공사,2010-01-04,272,주식회사 공영개발
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,6,주식회사 승원에이씨오
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1327,(주)대한전기
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,38,(주)영인엔지니어링
20091220387,내정중 교과교실보수 공사,2010-01-04,,(주)한주종합건설
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,70,(주)서진파워테크
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,335,(주)제일전력
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,102,근원전력주식회사
20091220387,내정중 교과교실보수 공사,2010-01-04,,(주)라인크로스테크놀로지
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,134,주식회사 호재전력
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1359,태흥산업기전(주)
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,166,주식회사 시울에너지
20091220726,순천금당고등학교 조리실 개&#8228;보수 및 증축 공사,2010-01-04,15,(주)건도
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,198,(주)한우림전기
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,687,주식회사 남양티이씨 (NAMYANG TEC)
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,230,주식회사 제일씨엔디
20091220952,내동중학교 교과교실제 지원 시설사업 건축공사,2010-01-04,4,(주)대한내장
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,262,주식회사 연일전력
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1391,대성건설
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,294,(주)이세산업
20091220952,내동중학교 교과교실제 지원 시설사업 건축공사,2010-01-04,36,(주)이드아키텍처
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,326,(주)성강통신기술사사무소
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,175,주식회사 진경
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,358,주식회사 신보기전
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,21,주식회사 도경종합건설
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,390,신용통신 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1423,한국엔지니어링(주)
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,422,태원산전
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,53,신우산업개발(주)
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,454,(주)하나전기
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,719,주식회사 두일
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,486,골드에너지주식회사
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,84,(주)자일토건
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,518,경창계전 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1455,도담건설(주)
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,550,(주)경인토건
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,117,유연종합건설(주)
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,582,제이아이이엠씨(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,367,주광엔지니어링
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,614,영우전설
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,149,조안건설산업 주식회사
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,646,유성중전기 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1487,(주)일화전설
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,678,(주)동산전력
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,181,대양한주종합건설(주)
20091221034,상계중학교 교사증축 전기 및 소방공사,2010-01-04,,신흥전기
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,751,정화전기건설공사
20091221382,옥동중학교 바닥교체 통신공사,2010-01-04,8,서울통신
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,213,(주)한창산업개발
20091221382,옥동중학교 바닥교체 통신공사,2010-01-04,,주식회사 대양미디어통신
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1519,신성이엔지 주식회사
20091221382,옥동중학교 바닥교체 통신공사,2010-01-04,,정인전력기술
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,245,신한종합건설(주)
20091221520,2010년 상수도 포장공사(연간),2010-01-04,18,상상시티(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,47,(주)인수전력
20091221520,2010년 상수도 포장공사(연간),2010-01-04,,선우이엔씨 주식회사
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,277,주식회사 양광건설
20091218864,상록초교실바닥교체공사(변경),2010-01-04,30,가야디엔에스(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1551,혁지종합건설 주식회사
20091218864,상록초교실바닥교체공사(변경),2010-01-04,62,주) 믿음건축
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,309,(주)코원건설
20091218864,상록초교실바닥교체공사(변경),2010-01-04,94,주식회사 창성이노베이션
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,783,세광산전 주식회사
20091218864,상록초교실바닥교체공사(변경),2010-01-04,,주식회사대하솔루텍
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,341,(주)청백종합건설
20091218864,상록초교실바닥교체공사(변경),2010-01-04,,세한건업(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1583,미래산업개발 주식회사
20091218864,상록초교실바닥교체공사(변경),2010-01-04,,(주)세종에이아이씨
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,373,(주)정동종합토건
20091218864,상록초교실바닥교체공사(변경),2010-01-04,,주식회사 태현공영
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,399,주식회사 명성전력
20091219381,인천생활과학고 교과교실 리모델링 공사 입찰 공고,2010-01-04,20,주식회사 제이엠개발
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,,(주)신일종합건설
20091219381,인천생활과학고 교과교실 리모델링 공사 입찰 공고,2010-01-04,,(주)미조건축
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1615,광명전기
20091219381,인천생활과학고 교과교실 리모델링 공사 입찰 공고,2010-01-04,,(주)아미커스
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,,한길종합건설(주)
20091220871,태광고 교실증축공사,2010-01-04,8,북악건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,815,(주)서광이엔지
20091220871,태광고 교실증축공사,2010-01-04,,주식회사 다함건설
20091216486,안산시 사3동 주민센터 건립공사(건축),2010-01-05,,영원건설(주)
20091220871,태광고 교실증축공사,2010-01-04,,(주)푸르나종합건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1647,(주)대해전기통신
20091220871,태광고 교실증축공사,2010-01-04,,대봉종합건설 주식회사
20091220952,내동중학교 교과교실제 지원 시설사업 건축공사,2010-01-04,,주식회사 창성기업
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,21,동양종합건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,207,명진파워엔지니어링
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,53,지현종합건설주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,2,에이엠테크주식회사
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,85,한양토건(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1679,연세엘이디(주)
20091221209,제주여자고등학교 과학관 증축공사,2010-01-04,117,제이탑주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,34,신우계전
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,6,주식회사 정운전설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,847,주식회사 성원전력
20091221545,명신고등학교 교과교실 리모델링에 따른 전기공사,2010-01-04,38,건설전기사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,66,예흥전기통신공사
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,2,(주)뉴신우건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1711,주식회사 범양전력
20091221805,신정1리 도감마을 배수로 이설공사,2010-01-04,,동천건설(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,98,(주)동남토건
20091220223,성주일반산업단지 석면폐기물 해체제거공사,2010-01-04,5,대운건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,431,주식회사 승광전기
20091220223,성주일반산업단지 석면폐기물 해체제거공사,2010-01-04,37,주식회사 비에이치테크
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,130,합자회사 가나 이.엔.지
20091220767,일산초 영어거점센터 리모델링 공사(긴급),2010-01-04,,귀룡개발(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1743,주식회사 유원
20091220791,신능중 급식실 현대화사업 공사,2010-01-04,9,주식회사 온빛건설
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,162,(주)우성전력
20091220791,신능중 급식실 현대화사업 공사,2010-01-04,41,건우종합건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,879,세영건설
20091220791,신능중 급식실 현대화사업 공사,2010-01-04,73,태양건설주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,194,일신전기 주식회사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,20,한국산업개발주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1775,주식회사 금학일렉트릭
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,52,서원기공(주)
