bidNtceNo,bidNtceNm,opengDate,opengRank,bidprcCorpNm
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,456,우신산업주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,주식회사 태흥
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,464,소도건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1883,화은전기
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,472,나눔종합건설(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,(주)삼성이엔지
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,480,주식회사 동인종합건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,235,주식회사 일광
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,488,주식회사 태현종합건설
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,한주전설(주)
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,496,케이디건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,,연합전력소방
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,504,(주)정동종합토건
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,중부전설
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,512,세아종합건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,947,(주)진도이앤씨
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,한진건설(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,동원전기
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,케이디건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,,주식회사 에스엔아이
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,태림건설 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,(주)자명전기
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,에이에스종합건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,475,조영일렉컴퍼니 주식회사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,송죽하나로건설(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,대성전력(주)
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,조일건설산업주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,,성산전기 주식회사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,태산종합건설 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,남경이앤씨 주식회사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,인본건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,955,현우전기(주)
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,성보종합건설(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,(주)명주전력
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,씨앤엠건설주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,,진우전기공사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,탑이앤씨건설 주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,(주)명광전설
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,북일종합건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,59,인성전기
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,연흥종합건설주식회사
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,성실종합전기공사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,우광종합건설주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,,삼신전력기술
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,충효종합건설(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,(주)중원전력
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,주식회사에스에이치종합건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,963,동연전설
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,주식회사 오에이건설
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,티이에너지(주)
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,주식회사 덕천건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,,(주)영전사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,연일종합건설(주)
20091221284,임성중학교 다목적강당 증축 전기 공사,2010-01-04,,주식회사 화영전설
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,서천종합건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,483,한라전기
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,효성산업개발(주)
20091221330,광주수피아여고 교과교실제 운영교실 리모델링 공사 입찰공고(긴급),2010-01-04,7,주식회사 레드에이
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,한부건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,,대흥기업 주식회사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,신우산업개발(주)
20091221330,광주수피아여고 교과교실제 운영교실 리모델링 공사 입찰공고(긴급),2010-01-04,15,(주)제일아이앤디
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,명우종합건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,971,(주)하나이엔지
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,주식회사 다원건설
20091221330,광주수피아여고 교과교실제 운영교실 리모델링 공사 입찰공고(긴급),2010-01-04,23,유빈디앤에이(주)
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,(주) 경운종합건설
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,5,주식회사 엔에스씨
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,주식회사 레이크힐스건설
20091221330,광주수피아여고 교과교실제 운영교실 리모델링 공사 입찰공고(긴급),2010-01-04,30,주식회사 한국인테크
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,(주)광명종합건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,243,(주)선인전기
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,대진건설주식회사
20091221330,광주수피아여고 교과교실제 운영교실 리모델링 공사 입찰공고(긴급),2010-01-04,39,한토씨앤에스(주)
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,(주)용우
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,13,(주)케이엠씨티
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,피엘종합건설 주식회사
20091221330,광주수피아여고 교과교실제 운영교실 리모델링 공사 입찰공고(긴급),2010-01-04,47,운천건영주식회사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,에스와이종합건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,979,금강전기
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,슈퍼종합건설
20091221330,광주수피아여고 교과교실제 운영교실 리모델링 공사 입찰공고(긴급),2010-01-04,55,주식회사 거북상사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,이림종합건설(주)
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,21,아진건설 주식회사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,조원종합건설주식회사
20091221330,광주수피아여고 교과교실제 운영교실 리모델링 공사 입찰공고(긴급),2010-01-04,63,주식회사 두인아이디
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,해성종합건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,491,대승전기공업(주)
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,레오건설 주식회사
20091221330,광주수피아여고 교과교실제 운영교실 리모델링 공사 입찰공고(긴급),2010-01-04,71,(주)에이치에이치엘디자인그룹
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,효산종합건설주식회사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,29,사계이엔지 주식회사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,주식회사  천록건설
20091221330,광주수피아여고 교과교실제 운영교실 리모델링 공사 입찰공고(긴급),2010-01-04,79,주식회사 한빛산업개발
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,큰길건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,986,동양전기
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,뉴경종합건설(주)
20091221330,광주수피아여고 교과교실제 운영교실 리모델링 공사 입찰공고(긴급),2010-01-04,,(주)다솜기획
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,반석씨앤디주식회사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,37,주식회사 태경건설
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,(주)우평건설
20091221330,광주수피아여고 교과교실제 운영교실 리모델링 공사 입찰공고(긴급),2010-01-04,,한아름건설(주)
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,예평건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,123,(주)다성
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,효진건설 주식회사
20091221330,광주수피아여고 교과교실제 운영교실 리모델링 공사 입찰공고(긴급),2010-01-04,,세화건업(주)
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,선암건설산업(주)
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,45,(주)대영공조
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,동하종합건설 주식회사
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,6,태성전설 (주)
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,참터종합건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,995,(주)용천산업
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,가산건설 주식회사
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,14,현창전기(주)
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,상운종합건설(주)
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,53,(주)동부엔지니어링
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,정인건설(주)
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,22,(주)정일이엔지
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,라온종합건설주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,499,(주)대한이엔씨
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,레오건설 주식회사
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,30,금성전기공사
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,온세건설 주식회사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,61,(주)에스코엔지니어링
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,유한회사 서령종합건설
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,38,대원전기
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,태원종합건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1003,(주)우리들에스
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,에이플러스건설 주식회사
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,46,(주)세연전기
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,주식회사 세진건설
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사 티엘엔지니어링
20091221026,경기과학고 교실증축 및 강당보수공사,2010-01-04,,대한도시건설 주식회사
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,54,중부전기
20091221549,명신고등학교 교과교실 리모델링에 따른 통신공사,2010-01-04,4,한길정보기술
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,251,주식회사 미래
20091221549,명신고등학교 교과교실 리모델링에 따른 통신공사,2010-01-04,,한솔테크주식회사
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,62,지음전설(주)
20091221981,2009 해안면 만대지구 흙탕물저감사업,2010-01-04,2,주식회사 에스제이건설
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)대경건설
20091221981,2009 해안면 만대지구 흙탕물저감사업,2010-01-04,10,한반도건설(주)
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,70,건일전기공업사
20091221981,2009 해안면 만대지구 흙탕물저감사업,2010-01-04,,합자회사 강림종합건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1011,주식회사 한성이앤시
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,8,경일건설 주식회사
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,78,주식회사 대한
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,16,동양건설(주)
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사 그린라이프공조
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,24,(주)금매건설
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,86,현대전력공사
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,32,(주)케이비건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,507,한성전력
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,40,주식회사삼창종합건설
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,94,태광산업전기(주)
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,48,라이프건설(주)
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,태성기건(주)
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,56,(주)현일종합건설
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,101,(주)피앤에스엔지니어링
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,64,동일종합건설주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1019,(주) 세인기전
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,72,주식회사 명신건설
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,110,(주)선진전설
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,80,(주)우주건설
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)시호이엔씨
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,88,대웅종합건설(주)
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,118,고은종합전기(주)
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,104,주식회사 진흥
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,96,(주)대송
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,126,에스앤케이주식회사
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,112,주식회사 정원건설
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,이화소방전기
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,120,동신산업(합자)
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,134,(주)현대전기
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,128,주식회사 에스엠건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1027,화승전설주식회사
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,136,(주)한솔종합건설
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,142,한원계전(주)
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,144,(주)이도이엔씨
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)쉴드텍
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,152,(주)우진토건
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,150,태흥산업기전(주)
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,160,합자회사 세원이엔씨
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,515,(주)양지건설
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,168,대림건설(주)
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,158,경원전기공사
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,176,(주)대일종합건설
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)지앤에스이엔지
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,184,(주)대아종합건설
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,166,범용전설 주식회사
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,192,(주)광천건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1035,(주)신우이엔씨
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,200,삼광토건(주)
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,174,동일건설(주)
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,208,(주)지지이종합건설(G.G.E)
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,광전기업(주)
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,216,제이엔건설 주식회사
20091221370,특수교육지원센터 설치(리모델링) 전기공사(양주·동두천·의정부·포천·연천 업체만 참가),2010-01-04,,주식회사 주운
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,224,(주)동이건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,259,주식회사 신성건설
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,232,부길토건주식회사
20091221550,인일여자고등학교 담장보수공사,2010-01-04,6,서부건설 주식회사
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,240,우신건설(주)
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,대원실업(주)
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,248,신진종합건설 주식회사
20091221550,인일여자고등학교 담장보수공사,2010-01-04,14,창성건설주식회사
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,256,다솜건설주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1043,영원전기(주)
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,264,(주)효성종합건설
20091221550,인일여자고등학교 담장보수공사,2010-01-04,22,(주)신해주건설
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,272,서영종합건설(주)
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,프라임(주)
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,280,자연종합건설(주)
20091221550,인일여자고등학교 담장보수공사,2010-01-04,30,인정토건(주)
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,288,대우건설 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,523,(주)정일이엔지
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,296,태령종합건설 주식회사
20091221550,인일여자고등학교 담장보수공사,2010-01-04,38,엔씨산업개발(주)
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,304,성호건설 주식회사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사 강서이엔씨
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,(주)삼정건설
20091221550,인일여자고등학교 담장보수공사,2010-01-04,,(주)신화산업개발
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,라온토건주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1051,디더블유일렉트릭 주식회사
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,주식회사 서영건설
20091221550,인일여자고등학교 담장보수공사,2010-01-04,,금과건설(주)
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,(주)성림종합건설
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사스페이스디
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,주식회사 한주전통문화
20091221550,인일여자고등학교 담장보수공사,2010-01-04,,주식회사 윤건토건
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,태은토건(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,131,송광건설주식회사
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,주식회사 에스디종합건설
20091221662,옥과고등학교 유리온실 증축공사 재공고,2010-01-04,4,주식회사 백두종합건설
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,주식회사 지평종합건설
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)청연이엔지
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,주식회사 부국건설
20091221662,옥과고등학교 유리온실 증축공사 재공고,2010-01-04,12,지오종합건설주식회사
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,(주)신화건설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1059,CT크리스탈
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,(주)재우종합건설
20091221662,옥과고등학교 유리온실 증축공사 재공고,2010-01-04,,용성종합건설(주)
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,엠에스건설 주식회사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)대산공영
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,주식회사 거산종합건설
20091221662,옥과고등학교 유리온실 증축공사 재공고,2010-01-04,,(유)명진토건
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,삼화건설(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,531,서부전기(주)
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,주식회사 삼도이앤씨
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,(주)대동계전
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,에스씨종합건설 주식회사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사 진실로건설
20091221992,대동고등학교 급식소 증축 및 수선 공사,2010-01-04,,태창종합건설 주식회사
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,주식회사 청림전기
20091222014,대동고등학교 급식실 증축 및 수선 전기공사(긴급),2010-01-04,2,(주)태연전설
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1067,(주)태진전기
20091222014,대동고등학교 급식실 증축 및 수선 전기공사(긴급),2010-01-04,10,경동산업(주)
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,동양전기(주)
20091222014,대동고등학교 급식실 증축 및 수선 전기공사(긴급),2010-01-04,18,이지전력(주)
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,청원설비주식회사
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,대신이엔지 주식회사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사 대열이엔지
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,주식회사 경원시스템
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,133,주식회사 신한기전
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,연합전력공사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)원일이엔씨
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,주식회사 광원이엔지
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1073,(주)강원
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,(주)덕우산업
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,제일기계설비(주)
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,장산테크 주식회사
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,537,범아건설전기
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,주식회사 주성기전
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,성문엔지니어링
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,에이스기전(주)
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1077,삼덕전기(주)
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,주식회사 한보기업
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,광명플랜트(주)
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,주식회사 원전
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,269,유명전력
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,엠케이전기(주)
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)경기이엔씨
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,(주)성아산업
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1081,범진에너지건설(주)
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,경일엔지니어링주식회사
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,주식회사삼도공영
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,(주)금아산업
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,541,승한전력공사
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,주식회사 조은전기
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,이화기계(주)
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,(주)경신
20091220119,양평군 양평어린이집 리모델링공사(전기),2010-01-04,1085,동인전기건설(주)
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,일광전기
20091220122,양평군 양평어린이집 리모델링공사(기계),2010-01-04,,(주)대경엔지니어링
20091221025,포항예술고등학교 급식소 증축 소액수의 전기공사,2010-01-04,,주식회사 광진전력
