공고번호,기초금액,A값,투찰률(%),참여업체수,예가범위,공고구분표시,공고제목,발주처(수요기관),지역제한,정답사정률(%),010_001,010_002,010_003,010_004,010_005,010_006,010_007,010_008,010_009,010_010,020_001,020_002,020_003,020_004,020_005,020_006,020_007,020_008,020_009,020_010,020_011,020_012,020_013,020_014,020_015,020_016,020_017,020_018,020_019,020_020,050_001,050_002,050_003,050_004,050_005,050_006,050_007,050_008,050_009,050_010,050_011,050_012,050_013,050_014,050_015,050_016,050_017,050_018,050_019,050_020,050_021,050_022,050_023,050_024,050_025,050_026,050_027,050_028,050_029,050_030,050_031,050_032,050_033,050_034,050_035,050_036,050_037,050_038,050_039,050_040,050_041,050_042,050_043,050_044,050_045,050_046,050_047,050_048,050_049,050_050,100_001,100_002,100_003,100_004,100_005,100_006,100_007,100_008,100_009,100_010,100_011,100_012,100_013,100_014,100_015,100_016,100_017,100_018,100_019,100_020,100_021,100_022,100_023,100_024,100_025,100_026,100_027,100_028,100_029,100_030,100_031,100_032,100_033,100_034,100_035,100_036,100_037,100_038,100_039,100_040,100_041,100_042,100_043,100_044,100_045,100_046,100_047,100_048,100_049,100_050,100_051,100_052,100_053,100_054,100_055,100_056,100_057,100_058,100_059,100_060,100_061,100_062,100_063,100_064,100_065,100_066,100_067,100_068,100_069,100_070,100_071,100_072,100_073,100_074,100_075,100_076,100_077,100_078,100_079,100_080,100_081,100_082,100_083,100_084,100_085,100_086,100_087,100_088,100_089,100_090,100_091,100_092,100_093,100_094,100_095,100_096,100_097,100_098,100_099,100_100
E012408482,87167300,5563374,87.745,816,+2% ~ -2%,기/A값/순,345kV 신양재S/S CCTV 교체공사(강남전력지사),한국전력공사,서울,0.02229,1,15,19,69,171,93,63,15,7,1,0,1,7,8,2,17,24,45,120,51,55,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,86,21,21,22,21,20,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,48,10,11,13,8,10,12,13,8,13,7,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20241004497-00,664104000,37365488,87.745,1047,+2% ~ -2%,기/A값/순/협정,나라키움 관악 복합관사 개발사업 통신공사,한국자산관리공사,서울,0.53,1,15,19,69,382,113,63,15,7,1,0,1,7,8,2,17,24,45,209,173,75,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,78,81,77,59,40,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,46,44,37,39,38,30,29,30,10,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20241010475-00,156312000,0,87.745,1129,+2% ~ -2%,기,경부선 영등포~신도림 간 LTE-R 광케이블 철거설치 타공사,한국철도공사,서울,0.08479,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241003694-04,160993000,9287858,87.745,1054,+2% ~ -2%,기/정/A값/순,동축산물검역검사 생물안전연구시설(BL3) 설치 통신공사 (정정공고),농림축산식품부,서울,1.20753,1,15,19,69,382,120,63,15,7,1,0,1,7,8,2,17,24,45,209,173,82,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,78,81,77,59,47,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,46,44,37,39,38,30,29,30,17,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-21047,26354060,0,87.745,726,+2% ~ -2%,기/수의,주대-3 00관 보수공사(통신),육군사관학교,서울,0.44286,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240926462-00,99675000,0,87.745,1180,+2% ~ -2%,기/수의,저탄소분야 학과(친환경산업디자인과) 신설 인테리어 리모델링 공사(통신),한국폴리텍1대학,서울,-0.20818,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240925984-00,164841000,0,87.745,1226,+2% ~ -2%,기/수의,AI+x분야 학과(클라우드컴퓨팅과) 신설 인테리어 리모델링 공사(통신),한국폴리텍1대학,서울,0.01877,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240926203-00,53678716,0,87.745,1074,+2% ~ -2%,기,성북경찰서 정릉파출소 청사 시설개선 통신 공사,경찰청,서울,-0.52087,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-20363,19934490,0,87.745,651,+2% ~ -2%,기/수의,푸른숲아파트 노후세대 리모델링 통신공사,국방부근무지원단,서울,-0.39657,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E012407912,61792500,3288346,87.745,817,+2% ~ -2%,기/A값/순,관악동작지사 임차사옥 자가 광케이블 이설(ICT운영부),한국전력공사,서울,0.11885,1,15,19,69,172,93,63,15,7,1,0,1,7,8,2,17,24,45,121,51,55,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,21,21,22,21,20,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,10,11,13,8,10,12,13,8,13,7,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20240902166-00,423750000,30101020,87.745,1044,+2% ~ -2%,기/A값/순/협정,국립한글박물관 교육공간 조성 및 증축공사(통신),서울지방조달청/문화체육관광부,서울,0.018,1,15,19,69,382,110,63,15,7,1,0,1,7,8,2,17,24,45,209,173,72,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,78,81,77,59,37,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,46,44,37,39,38,30,29,30,7,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20240915061-00,265846000,23143027,87.745,3136,+2% ~ -2%,기/A값/순,경인선 개봉역 등 22역 자동개집표기 개량 기타공사,한국철도공사,서울/인천/경기,0.65276,18,80,150,403,748,703,437,145,55,16,3,15,30,50,60,90,152,251,321,427,340,363,261,176,79,66,36,19,6,10,1,1,6,5,5,6,8,24,19,23,18,23,31,37,41,50,71,67,89,126,121,115,174,178,160,121,143,160,145,134,109,114,84,76,54,31,31,29,30,24,16,13,10,13,3,3,2,3,6,2,0,1,0,1,1,5,4,1,3,2,1,5,6,2,16,8,12,7,9,14,8,10,11,12,19,12,12,25,18,23,23,27,37,34,31,36,43,46,57,69,59,62,48,67,85,89,88,90,83,77,64,57,66,77,76,84,78,67,67,67,57,52,50,64,38,46,41,35,25,29,18,13,10,21,17,12,18,12,15,9,11,5,5,8,7,3,8,5,1,2,1,2,1,1,1,2,3,3,1,1
20240914951-00,1093980000,69313034,86.745,2972,+2% ~ -2%,기/A값/순/의무,분당선 모란 등 9역 영상감시설비 개량공사,한국철도공사,전국/서울/경기,-0.7655,18,80,150,403,584,703,437,145,55,16,3,15,30,50,60,90,152,251,301,283,340,363,261,176,79,66,36,19,6,10,1,1,6,5,5,6,8,24,19,23,18,23,31,37,41,50,71,67,89,126,121,115,118,115,115,121,143,160,145,134,109,114,84,76,54,31,31,29,30,24,16,13,10,13,3,3,2,3,6,2,0,1,0,1,1,5,4,1,3,2,1,5,6,2,16,8,12,7,9,14,8,10,11,12,19,12,12,25,18,23,23,27,37,34,31,36,43,46,57,69,59,62,48,67,65,53,57,58,43,72,64,57,66,77,76,84,78,67,67,67,57,52,50,64,38,46,41,35,25,29,18,13,10,21,17,12,18,12,15,9,11,5,5,8,7,3,8,5,1,2,1,2,1,1,1,2,3,3,1,1
20240912350-00,298100000,18691426,87.745,1090,+2% ~ -2%,기/A값/순,SNU Commons(62동) 공간조성 통신공사 (긴급공고),서울대학교,서울,-0.93924,1,15,19,69,382,156,63,15,7,1,0,1,7,8,2,17,24,45,209,173,118,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,78,81,77,59,53,54,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,46,44,37,39,38,30,29,30,23,20,34,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20240912245-00,86005000,3603819,87.745,1059,+2% ~ -2%,기/A값/순,김포공항 국제선 비즈니스라운지 조성 정보통신공사,한국공항공사,서울,0.32681,1,15,19,69,382,125,63,15,7,1,0,1,7,8,2,17,24,45,209,173,87,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,78,81,77,59,52,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,46,44,37,39,38,30,29,30,22,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20240900448-00,30020000,0,87.745,859,+2% ~ -2%,기/수의,2024년 노후 전자법정 개선 공사(대법원 청사),대법원,서울,-1.11085,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41999,21263000,0,88.0,123,+2% ~ -2%,물품/기/수의,24년 전관방송용 앰프 구매,육군사관학교,서울/경기,-0.76319,0,0,0,0,0,31,65,22,4,0,0,0,0,0,0,0,0,0,0,0,0,31,40,25,12,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,17,9,23,13,9,11,3,8,3,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,7,10,4,5,13,10,8,5,5,4,6,5,3,0,4,4,1,2,2,3,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240906022-00,99074515,0,87.745,1103,+2% ~ -2%,기/수의,북한산국립공원 탐방안내소 신축공사(통신),국립공원공단,서울,-0.13293,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240902994-00,56745000,0,87.745,2980,+2% ~ -2%,기/수의,철도보수장비 LTE-R 휴대무전기 거치대 설치공사,한국철도공사,서울/인천/경기,0.80905,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E012407564,158177250,10539451,87.745,839,+2% ~ -2%,기/A값/순,24년 변전소 무인보안시스템 성능개선 공사,한국전력공사,서울,-0.02441,1,15,19,69,194,93,63,15,7,1,0,1,7,8,2,17,24,45,143,51,55,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,43,21,22,21,20,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,11,13,8,10,12,13,8,13,7,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20240830895-00,40600000,0,87.745,1052,+2% ~ -2%,기/수의,동대문서 장안2파출소 리모델링 통신,경찰청,서울,0.75535,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240827254-00,997953000,36623699,87.745,2618,+2% ~ -2%,기/A값/순,경원선 가능 등 16역 승강장 비상통화장치 개량공사,한국철도공사,서울/경기,0.3105,18,80,150,403,555,404,422,143,47,16,3,15,30,50,60,90,152,251,301,254,185,219,246,176,79,64,29,18,6,10,1,1,6,5,5,6,8,24,19,23,18,23,31,37,41,50,71,67,89,126,121,115,118,115,86,69,79,83,85,88,94,114,84,76,54,31,31,29,30,22,14,10,8,12,3,3,2,3,6,2,0,1,0,1,1,5,4,1,3,2,1,5,6,2,16,8,12,7,9,14,8,10,11,12,19,12,12,25,18,23,23,27,37,34,31,36,43,46,57,69,59,62,48,67,65,53,57,58,43,43,39,30,33,46,37,46,43,42,41,47,42,52,50,64,38,46,41,35,25,29,18,13,10,21,17,12,18,12,14,8,9,5,3,7,5,3,7,5,1,2,1,2,1,1,1,2,3,3,1,1
2024-19131,87672540,0,87.745,1014,+2% ~ -2%,기/수의,24-A-00부대 통신공사(1200),국군재정관리단,서울,-0.6966,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240826609-00,279950000,19846974,87.745,1085,+2% ~ -2%,기/A값/순,우리금융아트홀 및 올림픽테니스경기장 시설개선 공사(통신) (긴급공고),서울올림픽기념국민체육진흥공단,서울,0.59426,1,15,19,69,382,151,63,15,7,1,0,1,7,8,2,17,24,45,209,173,113,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,78,81,77,59,53,49,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,46,44,37,39,38,30,29,30,23,20,29,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
E012407415,67615900,1633643,87.745,776,+2% ~ -2%,기/A값/순,전력구 PS-LTE 비상통신망 시설공사(강남전력지사),한국전력공사,서울,-0.62569,1,15,19,69,131,93,63,15,7,1,0,1,7,8,2,17,24,45,80,51,55,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,46,21,21,22,21,20,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,34,12,10,11,13,8,10,12,13,8,13,7,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20240822293-00,42754260,2278333,87.745,978,+2% ~ -2%,기/A값/순,국회 경내 보안장비(CCTV) 교체 공사,국회,서울,1.20213,1,15,19,69,333,93,63,15,7,1,0,1,7,8,2,17,24,45,209,124,55,38,35,28,7,8,6,1,0,1,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,87,78,81,66,21,20,24,20,11,18,16,14,11,13,9,2,1,7,5,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,38,49,32,46,44,37,39,27,13,8,13,7,8,16,11,9,7,4,6,12,8,8,6,8,5,6,5,8,4,5,2,0,0,1,4,3,1,4,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20240822245-00,97277000,0,87.745,1137,+2% ~ -2%,기/수의,한국체육대학교 필승관 대강당 무대음향 설비교체 통신공사,한국체육대학교,서울,0.37305,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240817325-00,603581000,21604569,87.745,690,+2% ~ -2%,기/A값/순,한국전기공사협회 서울남부회 사옥건립 정보통신공사,한국전기공사협회,서울,-0.05025,1,15,19,69,110,93,25,0,0,0,0,1,7,8,2,17,24,45,59,51,55,38,25,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,3,4,1,0,2,4,12,8,11,11,10,29,25,21,21,22,21,20,24,20,11,18,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,2,1,1,3,1,0,0,0,1,1,1,3,4,8,4,4,7,4,5,6,4,6,13,16,13,12,10,11,13,8,10,12,13,8,13,7,8,16,11,9,7,4,6,12,8,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240821407-00,87538000,0,87.745,1121,+2% ~ -2%,기/수의,재외동포인증센터 전산실 환경 구축 전기 정보통신 소액수의 견적 제출 공고,재외동포청,서울,-0.30896,1,2,6,37,65,116,89,32,5,0,1,0,0,2,3,3,14,23,30,35,64,52,58,31,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,6,4,8,10,9,9,13,14,16,13,22,28,21,19,26,14,34,19,10,12,8,10,5,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,2,4,4,0,4,4,5,5,6,3,5,4,6,7,8,6,10,6,9,4,4,18,13,15,14,7,14,5,11,15,8,6,16,18,10,9,5,5,6,6,6,2,4,6,2,3,2,4,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
